请求大小	分配大小	小块内存碎片率	页内存内部碎片率	分配页个数
131447	147456	10.86%	0.00%	36
131448	147456	10.86%	0.00%	36
131449	147456	10.86%	0.00%	36
131450	147456	10.85%	0.00%	36
131451	147456	10.85%	0.00%	36
131452	147456	10.85%	0.00%	36
131453	147456	10.85%	0.00%	36
131454	147456	10.85%	0.00%	36
131455	147456	10.85%	0.00%	36
131456	147456	10.85%	0.00%	36
131457	147456	10.85%	0.00%	36
131458	147456	10.85%	0.00%	36
131459	147456	10.85%	0.00%	36
131460	147456	10.85%	0.00%	36
131461	147456	10.85%	0.00%	36
131462	147456	10.85%	0.00%	36
131463	147456	10.85%	0.00%	36
131464	147456	10.85%	0.00%	36
131465	147456	10.84%	0.00%	36
131466	147456	10.84%	0.00%	36
131467	147456	10.84%	0.00%	36
131468	147456	10.84%	0.00%	36
131469	147456	10.84%	0.00%	36
131470	147456	10.84%	0.00%	36
131471	147456	10.84%	0.00%	36
131472	147456	10.84%	0.00%	36
131473	147456	10.84%	0.00%	36
131474	147456	10.84%	0.00%	36
131475	147456	10.84%	0.00%	36
131476	147456	10.84%	0.00%	36
131477	147456	10.84%	0.00%	36
131478	147456	10.84%	0.00%	36
131479	147456	10.84%	0.00%	36
131480	147456	10.83%	0.00%	36
131481	147456	10.83%	0.00%	36
131482	147456	10.83%	0.00%	36
131483	147456	10.83%	0.00%	36
131484	147456	10.83%	0.00%	36
131485	147456	10.83%	0.00%	36
131486	147456	10.83%	0.00%	36
131487	147456	10.83%	0.00%	36
131488	147456	10.83%	0.00%	36
131489	147456	10.83%	0.00%	36
131490	147456	10.83%	0.00%	36
131491	147456	10.83%	0.00%	36
131492	147456	10.83%	0.00%	36
131493	147456	10.83%	0.00%	36
131494	147456	10.82%	0.00%	36
131495	147456	10.82%	0.00%	36
131496	147456	10.82%	0.00%	36
131497	147456	10.82%	0.00%	36
131498	147456	10.82%	0.00%	36
131499	147456	10.82%	0.00%	36
131500	147456	10.82%	0.00%	36
131501	147456	10.82%	0.00%	36
131502	147456	10.82%	0.00%	36
131503	147456	10.82%	0.00%	36
131504	147456	10.82%	0.00%	36
131505	147456	10.82%	0.00%	36
131506	147456	10.82%	0.00%	36
131507	147456	10.82%	0.00%	36
131508	147456	10.82%	0.00%	36
131509	147456	10.81%	0.00%	36
131510	147456	10.81%	0.00%	36
131511	147456	10.81%	0.00%	36
131512	147456	10.81%	0.00%	36
131513	147456	10.81%	0.00%	36
131514	147456	10.81%	0.00%	36
131515	147456	10.81%	0.00%	36
131516	147456	10.81%	0.00%	36
131517	147456	10.81%	0.00%	36
131518	147456	10.81%	0.00%	36
131519	147456	10.81%	0.00%	36
131520	147456	10.81%	0.00%	36
131521	147456	10.81%	0.00%	36
131522	147456	10.81%	0.00%	36
131523	147456	10.81%	0.00%	36
131524	147456	10.80%	0.00%	36
131525	147456	10.80%	0.00%	36
131526	147456	10.80%	0.00%	36
131527	147456	10.80%	0.00%	36
131528	147456	10.80%	0.00%	36
131529	147456	10.80%	0.00%	36
131530	147456	10.80%	0.00%	36
131531	147456	10.80%	0.00%	36
131532	147456	10.80%	0.00%	36
131533	147456	10.80%	0.00%	36
131534	147456	10.80%	0.00%	36
131535	147456	10.80%	0.00%	36
131536	147456	10.80%	0.00%	36
131537	147456	10.80%	0.00%	36
131538	147456	10.80%	0.00%	36
131539	147456	10.79%	0.00%	36
131540	147456	10.79%	0.00%	36
131541	147456	10.79%	0.00%	36
131542	147456	10.79%	0.00%	36
131543	147456	10.79%	0.00%	36
131544	147456	10.79%	0.00%	36
131545	147456	10.79%	0.00%	36
131546	147456	10.79%	0.00%	36
131547	147456	10.79%	0.00%	36
131548	147456	10.79%	0.00%	36
131549	147456	10.79%	0.00%	36
131550	147456	10.79%	0.00%	36
131551	147456	10.79%	0.00%	36
131552	147456	10.79%	0.00%	36
131553	147456	10.78%	0.00%	36
131554	147456	10.78%	0.00%	36
131555	147456	10.78%	0.00%	36
131556	147456	10.78%	0.00%	36
131557	147456	10.78%	0.00%	36
131558	147456	10.78%	0.00%	36
131559	147456	10.78%	0.00%	36
131560	147456	10.78%	0.00%	36
131561	147456	10.78%	0.00%	36
131562	147456	10.78%	0.00%	36
131563	147456	10.78%	0.00%	36
131564	147456	10.78%	0.00%	36
131565	147456	10.78%	0.00%	36
131566	147456	10.78%	0.00%	36
131567	147456	10.78%	0.00%	36
131568	147456	10.77%	0.00%	36
131569	147456	10.77%	0.00%	36
131570	147456	10.77%	0.00%	36
131571	147456	10.77%	0.00%	36
131572	147456	10.77%	0.00%	36
131573	147456	10.77%	0.00%	36
131574	147456	10.77%	0.00%	36
131575	147456	10.77%	0.00%	36
131576	147456	10.77%	0.00%	36
131577	147456	10.77%	0.00%	36
131578	147456	10.77%	0.00%	36
131579	147456	10.77%	0.00%	36
131580	147456	10.77%	0.00%	36
131581	147456	10.77%	0.00%	36
131582	147456	10.77%	0.00%	36
131583	147456	10.76%	0.00%	36
131584	147456	10.76%	0.00%	36
131585	147456	10.76%	0.00%	36
131586	147456	10.76%	0.00%	36
131587	147456	10.76%	0.00%	36
131588	147456	10.76%	0.00%	36
131589	147456	10.76%	0.00%	36
131590	147456	10.76%	0.00%	36
131591	147456	10.76%	0.00%	36
131592	147456	10.76%	0.00%	36
131593	147456	10.76%	0.00%	36
131594	147456	10.76%	0.00%	36
131595	147456	10.76%	0.00%	36
131596	147456	10.76%	0.00%	36
131597	147456	10.76%	0.00%	36
131598	147456	10.75%	0.00%	36
131599	147456	10.75%	0.00%	36
131600	147456	10.75%	0.00%	36
131601	147456	10.75%	0.00%	36
131602	147456	10.75%	0.00%	36
131603	147456	10.75%	0.00%	36
131604	147456	10.75%	0.00%	36
131605	147456	10.75%	0.00%	36
131606	147456	10.75%	0.00%	36
131607	147456	10.75%	0.00%	36
131608	147456	10.75%	0.00%	36
131609	147456	10.75%	0.00%	36
131610	147456	10.75%	0.00%	36
131611	147456	10.75%	0.00%	36
131612	147456	10.74%	0.00%	36
131613	147456	10.74%	0.00%	36
131614	147456	10.74%	0.00%	36
131615	147456	10.74%	0.00%	36
131616	147456	10.74%	0.00%	36
131617	147456	10.74%	0.00%	36
131618	147456	10.74%	0.00%	36
131619	147456	10.74%	0.00%	36
131620	147456	10.74%	0.00%	36
131621	147456	10.74%	0.00%	36
131622	147456	10.74%	0.00%	36
131623	147456	10.74%	0.00%	36
131624	147456	10.74%	0.00%	36
131625	147456	10.74%	0.00%	36
131626	147456	10.74%	0.00%	36
131627	147456	10.73%	0.00%	36
131628	147456	10.73%	0.00%	36
131629	147456	10.73%	0.00%	36
131630	147456	10.73%	0.00%	36
131631	147456	10.73%	0.00%	36
131632	147456	10.73%	0.00%	36
131633	147456	10.73%	0.00%	36
131634	147456	10.73%	0.00%	36
131635	147456	10.73%	0.00%	36
131636	147456	10.73%	0.00%	36
131637	147456	10.73%	0.00%	36
131638	147456	10.73%	0.00%	36
131639	147456	10.73%	0.00%	36
131640	147456	10.73%	0.00%	36
131641	147456	10.73%	0.00%	36
131642	147456	10.72%	0.00%	36
131643	147456	10.72%	0.00%	36
131644	147456	10.72%	0.00%	36
131645	147456	10.72%	0.00%	36
131646	147456	10.72%	0.00%	36
131647	147456	10.72%	0.00%	36
131648	147456	10.72%	0.00%	36
131649	147456	10.72%	0.00%	36
131650	147456	10.72%	0.00%	36
131651	147456	10.72%	0.00%	36
131652	147456	10.72%	0.00%	36
131653	147456	10.72%	0.00%	36
131654	147456	10.72%	0.00%	36
131655	147456	10.72%	0.00%	36
131656	147456	10.72%	0.00%	36
131657	147456	10.71%	0.00%	36
131658	147456	10.71%	0.00%	36
131659	147456	10.71%	0.00%	36
131660	147456	10.71%	0.00%	36
131661	147456	10.71%	0.00%	36
131662	147456	10.71%	0.00%	36
131663	147456	10.71%	0.00%	36
131664	147456	10.71%	0.00%	36
131665	147456	10.71%	0.00%	36
131666	147456	10.71%	0.00%	36
131667	147456	10.71%	0.00%	36
131668	147456	10.71%	0.00%	36
131669	147456	10.71%	0.00%	36
131670	147456	10.71%	0.00%	36
131671	147456	10.70%	0.00%	36
131672	147456	10.70%	0.00%	36
131673	147456	10.70%	0.00%	36
131674	147456	10.70%	0.00%	36
131675	147456	10.70%	0.00%	36
131676	147456	10.70%	0.00%	36
131677	147456	10.70%	0.00%	36
131678	147456	10.70%	0.00%	36
131679	147456	10.70%	0.00%	36
131680	147456	10.70%	0.00%	36
131681	147456	10.70%	0.00%	36
131682	147456	10.70%	0.00%	36
131683	147456	10.70%	0.00%	36
131684	147456	10.70%	0.00%	36
131685	147456	10.70%	0.00%	36
131686	147456	10.69%	0.00%	36
131687	147456	10.69%	0.00%	36
131688	147456	10.69%	0.00%	36
131689	147456	10.69%	0.00%	36
131690	147456	10.69%	0.00%	36
131691	147456	10.69%	0.00%	36
131692	147456	10.69%	0.00%	36
131693	147456	10.69%	0.00%	36
131694	147456	10.69%	0.00%	36
131695	147456	10.69%	0.00%	36
131696	147456	10.69%	0.00%	36
131697	147456	10.69%	0.00%	36
131698	147456	10.69%	0.00%	36
131699	147456	10.69%	0.00%	36
131700	147456	10.69%	0.00%	36
131701	147456	10.68%	0.00%	36
131702	147456	10.68%	0.00%	36
131703	147456	10.68%	0.00%	36
131704	147456	10.68%	0.00%	36
131705	147456	10.68%	0.00%	36
131706	147456	10.68%	0.00%	36
131707	147456	10.68%	0.00%	36
131708	147456	10.68%	0.00%	36
131709	147456	10.68%	0.00%	36
131710	147456	10.68%	0.00%	36
131711	147456	10.68%	0.00%	36
131712	147456	10.68%	0.00%	36
131713	147456	10.68%	0.00%	36
131714	147456	10.68%	0.00%	36
131715	147456	10.68%	0.00%	36
131716	147456	10.67%	0.00%	36
131717	147456	10.67%	0.00%	36
131718	147456	10.67%	0.00%	36
131719	147456	10.67%	0.00%	36
131720	147456	10.67%	0.00%	36
131721	147456	10.67%	0.00%	36
131722	147456	10.67%	0.00%	36
131723	147456	10.67%	0.00%	36
131724	147456	10.67%	0.00%	36
131725	147456	10.67%	0.00%	36
131726	147456	10.67%	0.00%	36
131727	147456	10.67%	0.00%	36
131728	147456	10.67%	0.00%	36
131729	147456	10.67%	0.00%	36
131730	147456	10.66%	0.00%	36
131731	147456	10.66%	0.00%	36
131732	147456	10.66%	0.00%	36
131733	147456	10.66%	0.00%	36
131734	147456	10.66%	0.00%	36
131735	147456	10.66%	0.00%	36
131736	147456	10.66%	0.00%	36
131737	147456	10.66%	0.00%	36
131738	147456	10.66%	0.00%	36
131739	147456	10.66%	0.00%	36
131740	147456	10.66%	0.00%	36
131741	147456	10.66%	0.00%	36
131742	147456	10.66%	0.00%	36
131743	147456	10.66%	0.00%	36
131744	147456	10.66%	0.00%	36
131745	147456	10.65%	0.00%	36
131746	147456	10.65%	0.00%	36
131747	147456	10.65%	0.00%	36
131748	147456	10.65%	0.00%	36
131749	147456	10.65%	0.00%	36
131750	147456	10.65%	0.00%	36
131751	147456	10.65%	0.00%	36
131752	147456	10.65%	0.00%	36
131753	147456	10.65%	0.00%	36
131754	147456	10.65%	0.00%	36
131755	147456	10.65%	0.00%	36
131756	147456	10.65%	0.00%	36
131757	147456	10.65%	0.00%	36
131758	147456	10.65%	0.00%	36
131759	147456	10.65%	0.00%	36
131760	147456	10.64%	0.00%	36
131761	147456	10.64%	0.00%	36
131762	147456	10.64%	0.00%	36
131763	147456	10.64%	0.00%	36
131764	147456	10.64%	0.00%	36
131765	147456	10.64%	0.00%	36
131766	147456	10.64%	0.00%	36
131767	147456	10.64%	0.00%	36
131768	147456	10.64%	0.00%	36
131769	147456	10.64%	0.00%	36
131770	147456	10.64%	0.00%	36
131771	147456	10.64%	0.00%	36
131772	147456	10.64%	0.00%	36
131773	147456	10.64%	0.00%	36
131774	147456	10.64%	0.00%	36
131775	147456	10.63%	0.00%	36
131776	147456	10.63%	0.00%	36
131777	147456	10.63%	0.00%	36
131778	147456	10.63%	0.00%	36
131779	147456	10.63%	0.00%	36
131780	147456	10.63%	0.00%	36
131781	147456	10.63%	0.00%	36
131782	147456	10.63%	0.00%	36
131783	147456	10.63%	0.00%	36
131784	147456	10.63%	0.00%	36
131785	147456	10.63%	0.00%	36
131786	147456	10.63%	0.00%	36
131787	147456	10.63%	0.00%	36
131788	147456	10.63%	0.00%	36
131789	147456	10.62%	0.00%	36
131790	147456	10.62%	0.00%	36
131791	147456	10.62%	0.00%	36
131792	147456	10.62%	0.00%	36
131793	147456	10.62%	0.00%	36
131794	147456	10.62%	0.00%	36
131795	147456	10.62%	0.00%	36
131796	147456	10.62%	0.00%	36
131797	147456	10.62%	0.00%	36
131798	147456	10.62%	0.00%	36
131799	147456	10.62%	0.00%	36
131800	147456	10.62%	0.00%	36
131801	147456	10.62%	0.00%	36
131802	147456	10.62%	0.00%	36
131803	147456	10.62%	0.00%	36
131804	147456	10.61%	0.00%	36
131805	147456	10.61%	0.00%	36
131806	147456	10.61%	0.00%	36
131807	147456	10.61%	0.00%	36
131808	147456	10.61%	0.00%	36
131809	147456	10.61%	0.00%	36
131810	147456	10.61%	0.00%	36
131811	147456	10.61%	0.00%	36
131812	147456	10.61%	0.00%	36
131813	147456	10.61%	0.00%	36
131814	147456	10.61%	0.00%	36
131815	147456	10.61%	0.00%	36
131816	147456	10.61%	0.00%	36
131817	147456	10.61%	0.00%	36
131818	147456	10.61%	0.00%	36
131819	147456	10.60%	0.00%	36
131820	147456	10.60%	0.00%	36
131821	147456	10.60%	0.00%	36
131822	147456	10.60%	0.00%	36
131823	147456	10.60%	0.00%	36
131824	147456	10.60%	0.00%	36
131825	147456	10.60%	0.00%	36
131826	147456	10.60%	0.00%	36
131827	147456	10.60%	0.00%	36
131828	147456	10.60%	0.00%	36
131829	147456	10.60%	0.00%	36
131830	147456	10.60%	0.00%	36
131831	147456	10.60%	0.00%	36
131832	147456	10.60%	0.00%	36
131833	147456	10.60%	0.00%	36
131834	147456	10.59%	0.00%	36
131835	147456	10.59%	0.00%	36
131836	147456	10.59%	0.00%	36
131837	147456	10.59%	0.00%	36
131838	147456	10.59%	0.00%	36
131839	147456	10.59%	0.00%	36
131840	147456	10.59%	0.00%	36
131841	147456	10.59%	0.00%	36
131842	147456	10.59%	0.00%	36
131843	147456	10.59%	0.00%	36
131844	147456	10.59%	0.00%	36
131845	147456	10.59%	0.00%	36
131846	147456	10.59%	0.00%	36
131847	147456	10.59%	0.00%	36
131848	147456	10.58%	0.00%	36
131849	147456	10.58%	0.00%	36
131850	147456	10.58%	0.00%	36
131851	147456	10.58%	0.00%	36
131852	147456	10.58%	0.00%	36
131853	147456	10.58%	0.00%	36
131854	147456	10.58%	0.00%	36
131855	147456	10.58%	0.00%	36
131856	147456	10.58%	0.00%	36
131857	147456	10.58%	0.00%	36
131858	147456	10.58%	0.00%	36
131859	147456	10.58%	0.00%	36
131860	147456	10.58%	0.00%	36
131861	147456	10.58%	0.00%	36
131862	147456	10.58%	0.00%	36
131863	147456	10.57%	0.00%	36
131864	147456	10.57%	0.00%	36
131865	147456	10.57%	0.00%	36
131866	147456	10.57%	0.00%	36
131867	147456	10.57%	0.00%	36
131868	147456	10.57%	0.00%	36
131869	147456	10.57%	0.00%	36
131870	147456	10.57%	0.00%	36
131871	147456	10.57%	0.00%	36
131872	147456	10.57%	0.00%	36
131873	147456	10.57%	0.00%	36
131874	147456	10.57%	0.00%	36
131875	147456	10.57%	0.00%	36
131876	147456	10.57%	0.00%	36
131877	147456	10.57%	0.00%	36
131878	147456	10.56%	0.00%	36
131879	147456	10.56%	0.00%	36
131880	147456	10.56%	0.00%	36
131881	147456	10.56%	0.00%	36
131882	147456	10.56%	0.00%	36
131883	147456	10.56%	0.00%	36
131884	147456	10.56%	0.00%	36
131885	147456	10.56%	0.00%	36
131886	147456	10.56%	0.00%	36
131887	147456	10.56%	0.00%	36
131888	147456	10.56%	0.00%	36
131889	147456	10.56%	0.00%	36
131890	147456	10.56%	0.00%	36
131891	147456	10.56%	0.00%	36
131892	147456	10.56%	0.00%	36
131893	147456	10.55%	0.00%	36
131894	147456	10.55%	0.00%	36
131895	147456	10.55%	0.00%	36
131896	147456	10.55%	0.00%	36
131897	147456	10.55%	0.00%	36
131898	147456	10.55%	0.00%	36
131899	147456	10.55%	0.00%	36
131900	147456	10.55%	0.00%	36
131901	147456	10.55%	0.00%	36
131902	147456	10.55%	0.00%	36
131903	147456	10.55%	0.00%	36
131904	147456	10.55%	0.00%	36
131905	147456	10.55%	0.00%	36
131906	147456	10.55%	0.00%	36
131907	147456	10.54%	0.00%	36
131908	147456	10.54%	0.00%	36
131909	147456	10.54%	0.00%	36
131910	147456	10.54%	0.00%	36
131911	147456	10.54%	0.00%	36
131912	147456	10.54%	0.00%	36
131913	147456	10.54%	0.00%	36
131914	147456	10.54%	0.00%	36
131915	147456	10.54%	0.00%	36
131916	147456	10.54%	0.00%	36
131917	147456	10.54%	0.00%	36
131918	147456	10.54%	0.00%	36
131919	147456	10.54%	0.00%	36
131920	147456	10.54%	0.00%	36
131921	147456	10.54%	0.00%	36
131922	147456	10.53%	0.00%	36
131923	147456	10.53%	0.00%	36
131924	147456	10.53%	0.00%	36
131925	147456	10.53%	0.00%	36
131926	147456	10.53%	0.00%	36
131927	147456	10.53%	0.00%	36
131928	147456	10.53%	0.00%	36
131929	147456	10.53%	0.00%	36
131930	147456	10.53%	0.00%	36
131931	147456	10.53%	0.00%	36
131932	147456	10.53%	0.00%	36
131933	147456	10.53%	0.00%	36
131934	147456	10.53%	0.00%	36
131935	147456	10.53%	0.00%	36
131936	147456	10.53%	0.00%	36
131937	147456	10.52%	0.00%	36
131938	147456	10.52%	0.00%	36
131939	147456	10.52%	0.00%	36
131940	147456	10.52%	0.00%	36
131941	147456	10.52%	0.00%	36
131942	147456	10.52%	0.00%	36
131943	147456	10.52%	0.00%	36
131944	147456	10.52%	0.00%	36
131945	147456	10.52%	0.00%	36
131946	147456	10.52%	0.00%	36
131947	147456	10.52%	0.00%	36
131948	147456	10.52%	0.00%	36
131949	147456	10.52%	0.00%	36
131950	147456	10.52%	0.00%	36
131951	147456	10.52%	0.00%	36
131952	147456	10.51%	0.00%	36
131953	147456	10.51%	0.00%	36
131954	147456	10.51%	0.00%	36
131955	147456	10.51%	0.00%	36
131956	147456	10.51%	0.00%	36
131957	147456	10.51%	0.00%	36
131958	147456	10.51%	0.00%	36
131959	147456	10.51%	0.00%	36
131960	147456	10.51%	0.00%	36
131961	147456	10.51%	0.00%	36
131962	147456	10.51%	0.00%	36
131963	147456	10.51%	0.00%	36
131964	147456	10.51%	0.00%	36
131965	147456	10.51%	0.00%	36
131966	147456	10.50%	0.00%	36
131967	147456	10.50%	0.00%	36
131968	147456	10.50%	0.00%	36
131969	147456	10.50%	0.00%	36
131970	147456	10.50%	0.00%	36
131971	147456	10.50%	0.00%	36
131972	147456	10.50%	0.00%	36
131973	147456	10.50%	0.00%	36
131974	147456	10.50%	0.00%	36
131975	147456	10.50%	0.00%	36
131976	147456	10.50%	0.00%	36
131977	147456	10.50%	0.00%	36
131978	147456	10.50%	0.00%	36
131979	147456	10.50%	0.00%	36
131980	147456	10.50%	0.00%	36
131981	147456	10.49%	0.00%	36
131982	147456	10.49%	0.00%	36
131983	147456	10.49%	0.00%	36
131984	147456	10.49%	0.00%	36
131985	147456	10.49%	0.00%	36
131986	147456	10.49%	0.00%	36
131987	147456	10.49%	0.00%	36
131988	147456	10.49%	0.00%	36
131989	147456	10.49%	0.00%	36
131990	147456	10.49%	0.00%	36
131991	147456	10.49%	0.00%	36
131992	147456	10.49%	0.00%	36
131993	147456	10.49%	0.00%	36
131994	147456	10.49%	0.00%	36
131995	147456	10.49%	0.00%	36
131996	147456	10.48%	0.00%	36
131997	147456	10.48%	0.00%	36
131998	147456	10.48%	0.00%	36
131999	147456	10.48%	0.00%	36
132000	147456	10.48%	0.00%	36
132001	147456	10.48%	0.00%	36
132002	147456	10.48%	0.00%	36
132003	147456	10.48%	0.00%	36
132004	147456	10.48%	0.00%	36
132005	147456	10.48%	0.00%	36
132006	147456	10.48%	0.00%	36
132007	147456	10.48%	0.00%	36
132008	147456	10.48%	0.00%	36
132009	147456	10.48%	0.00%	36
132010	147456	10.47%	0.00%	36
132011	147456	10.47%	0.00%	36
132012	147456	10.47%	0.00%	36
132013	147456	10.47%	0.00%	36
132014	147456	10.47%	0.00%	36
132015	147456	10.47%	0.00%	36
132016	147456	10.47%	0.00%	36
132017	147456	10.47%	0.00%	36
132018	147456	10.47%	0.00%	36
132019	147456	10.47%	0.00%	36
132020	147456	10.47%	0.00%	36
132021	147456	10.47%	0.00%	36
132022	147456	10.47%	0.00%	36
132023	147456	10.47%	0.00%	36
132024	147456	10.47%	0.00%	36
132025	147456	10.46%	0.00%	36
132026	147456	10.46%	0.00%	36
132027	147456	10.46%	0.00%	36
132028	147456	10.46%	0.00%	36
132029	147456	10.46%	0.00%	36
132030	147456	10.46%	0.00%	36
132031	147456	10.46%	0.00%	36
132032	147456	10.46%	0.00%	36
132033	147456	10.46%	0.00%	36
132034	147456	10.46%	0.00%	36
132035	147456	10.46%	0.00%	36
132036	147456	10.46%	0.00%	36
132037	147456	10.46%	0.00%	36
132038	147456	10.46%	0.00%	36
132039	147456	10.46%	0.00%	36
132040	147456	10.45%	0.00%	36
132041	147456	10.45%	0.00%	36
132042	147456	10.45%	0.00%	36
132043	147456	10.45%	0.00%	36
132044	147456	10.45%	0.00%	36
132045	147456	10.45%	0.00%	36
132046	147456	10.45%	0.00%	36
132047	147456	10.45%	0.00%	36
132048	147456	10.45%	0.00%	36
132049	147456	10.45%	0.00%	36
132050	147456	10.45%	0.00%	36
132051	147456	10.45%	0.00%	36
132052	147456	10.45%	0.00%	36
132053	147456	10.45%	0.00%	36
132054	147456	10.45%	0.00%	36
132055	147456	10.44%	0.00%	36
132056	147456	10.44%	0.00%	36
132057	147456	10.44%	0.00%	36
132058	147456	10.44%	0.00%	36
132059	147456	10.44%	0.00%	36
132060	147456	10.44%	0.00%	36
132061	147456	10.44%	0.00%	36
132062	147456	10.44%	0.00%	36
132063	147456	10.44%	0.00%	36
132064	147456	10.44%	0.00%	36
132065	147456	10.44%	0.00%	36
132066	147456	10.44%	0.00%	36
132067	147456	10.44%	0.00%	36
132068	147456	10.44%	0.00%	36
132069	147456	10.43%	0.00%	36
132070	147456	10.43%	0.00%	36
132071	147456	10.43%	0.00%	36
132072	147456	10.43%	0.00%	36
132073	147456	10.43%	0.00%	36
132074	147456	10.43%	0.00%	36
132075	147456	10.43%	0.00%	36
132076	147456	10.43%	0.00%	36
132077	147456	10.43%	0.00%	36
132078	147456	10.43%	0.00%	36
132079	147456	10.43%	0.00%	36
132080	147456	10.43%	0.00%	36
132081	147456	10.43%	0.00%	36
132082	147456	10.43%	0.00%	36
132083	147456	10.43%	0.00%	36
132084	147456	10.42%	0.00%	36
132085	147456	10.42%	0.00%	36
132086	147456	10.42%	0.00%	36
132087	147456	10.42%	0.00%	36
132088	147456	10.42%	0.00%	36
132089	147456	10.42%	0.00%	36
132090	147456	10.42%	0.00%	36
132091	147456	10.42%	0.00%	36
132092	147456	10.42%	0.00%	36
132093	147456	10.42%	0.00%	36
132094	147456	10.42%	0.00%	36
132095	147456	10.42%	0.00%	36
132096	147456	10.42%	0.00%	36
132097	147456	10.42%	0.00%	36
132098	147456	10.42%	0.00%	36
132099	147456	10.41%	0.00%	36
132100	147456	10.41%	0.00%	36
132101	147456	10.41%	0.00%	36
132102	147456	10.41%	0.00%	36
132103	147456	10.41%	0.00%	36
132104	147456	10.41%	0.00%	36
132105	147456	10.41%	0.00%	36
132106	147456	10.41%	0.00%	36
132107	147456	10.41%	0.00%	36
132108	147456	10.41%	0.00%	36
132109	147456	10.41%	0.00%	36
132110	147456	10.41%	0.00%	36
132111	147456	10.41%	0.00%	36
132112	147456	10.41%	0.00%	36
132113	147456	10.41%	0.00%	36
132114	147456	10.40%	0.00%	36
132115	147456	10.40%	0.00%	36
132116	147456	10.40%	0.00%	36
132117	147456	10.40%	0.00%	36
132118	147456	10.40%	0.00%	36
132119	147456	10.40%	0.00%	36
132120	147456	10.40%	0.00%	36
132121	147456	10.40%	0.00%	36
132122	147456	10.40%	0.00%	36
132123	147456	10.40%	0.00%	36
132124	147456	10.40%	0.00%	36
132125	147456	10.40%	0.00%	36
132126	147456	10.40%	0.00%	36
132127	147456	10.40%	0.00%	36
132128	147456	10.39%	0.00%	36
132129	147456	10.39%	0.00%	36
132130	147456	10.39%	0.00%	36
132131	147456	10.39%	0.00%	36
132132	147456	10.39%	0.00%	36
132133	147456	10.39%	0.00%	36
132134	147456	10.39%	0.00%	36
132135	147456	10.39%	0.00%	36
132136	147456	10.39%	0.00%	36
132137	147456	10.39%	0.00%	36
132138	147456	10.39%	0.00%	36
132139	147456	10.39%	0.00%	36
132140	147456	10.39%	0.00%	36
132141	147456	10.39%	0.00%	36
132142	147456	10.39%	0.00%	36
132143	147456	10.38%	0.00%	36
132144	147456	10.38%	0.00%	36
132145	147456	10.38%	0.00%	36
132146	147456	10.38%	0.00%	36
132147	147456	10.38%	0.00%	36
132148	147456	10.38%	0.00%	36
132149	147456	10.38%	0.00%	36
132150	147456	10.38%	0.00%	36
132151	147456	10.38%	0.00%	36
132152	147456	10.38%	0.00%	36
132153	147456	10.38%	0.00%	36
132154	147456	10.38%	0.00%	36
132155	147456	10.38%	0.00%	36
132156	147456	10.38%	0.00%	36
132157	147456	10.38%	0.00%	36
132158	147456	10.37%	0.00%	36
132159	147456	10.37%	0.00%	36
132160	147456	10.37%	0.00%	36
132161	147456	10.37%	0.00%	36
132162	147456	10.37%	0.00%	36
132163	147456	10.37%	0.00%	36
132164	147456	10.37%	0.00%	36
132165	147456	10.37%	0.00%	36
132166	147456	10.37%	0.00%	36
132167	147456	10.37%	0.00%	36
132168	147456	10.37%	0.00%	36
132169	147456	10.37%	0.00%	36
132170	147456	10.37%	0.00%	36
132171	147456	10.37%	0.00%	36
132172	147456	10.37%	0.00%	36
132173	147456	10.36%	0.00%	36
132174	147456	10.36%	0.00%	36
132175	147456	10.36%	0.00%	36
132176	147456	10.36%	0.00%	36
132177	147456	10.36%	0.00%	36
132178	147456	10.36%	0.00%	36
132179	147456	10.36%	0.00%	36
132180	147456	10.36%	0.00%	36
132181	147456	10.36%	0.00%	36
132182	147456	10.36%	0.00%	36
132183	147456	10.36%	0.00%	36
132184	147456	10.36%	0.00%	36
132185	147456	10.36%	0.00%	36
